"","cytof","linear_aic","quadratic_aic","pval","a","b","class","pattern"
"37","CD4negCD8negTcells_ERK_unstim",-296.141475479504,-295.067802591266,0.0576648807193692,-7.7302558621131e-06,-0.00117940665185445,"linear","linear"
"38","CD4negCD8negTcells_IkB_IFNa",-657.551726556658,-656.571618769652,0.0423701625720308,2.14763753105833e-06,0.000329930176445178,"linear","linear"
"39","CD4negCD8negTcells_IkB_IL246",-649.00113593218,-647.007027282835,0.0930765306538804,-1.68753491266317e-07,8.00707623771686e-05,"linear","linear"
"40","CD4negCD8negTcells_IkB_unstim",-442.154623821687,-441.120768375541,0.00930214972402383,-4.61493981914694e-06,-0.00078801411875875,"linear","linear"
"41","CD4negCD8negTcells_MAPKAPK2_IFNa",-673.179205047654,-671.258894497241,8.47774552538152e-05,5.67783035076758e-07,0.000269931188990147,"linear","linear"
"42","CD4negCD8negTcells_MAPKAPK2_IL246",-591.628892746379,-594.288919281747,0.0558050959285539,-5.81084347506255e-06,-0.000505847806425135,"quadratic","deceleration/increase"
"43","CD4negCD8negTcells_MAPKAPK2_unstim",-396.390122179808,-399.993309966884,0.0129932816891168,-1.3039063748694e-05,-0.00157396611571661,"quadratic","acceleration/decrease"
"44","CD4negCD8negTcells_NFkB_IFNa",-455.752435021974,-454.05971781137,0.988972973527796,2.47872563455446e-06,0.00024766847113411,"linear","linear"
"45","CD4negCD8negTcells_NFkB_IL246",-443.169597420199,-441.223781181073,0.945259487896847,-1.09065294548281e-06,-0.00010127531717384,"linear","linear"
"46","CD4negCD8negTcells_NFkB_unstim",-127.183758704251,-125.18989834766,0.014282380190266,-1.17324124377222e-06,-0.00108797120337863,"linear","linear"
"47","CD4negCD8negTcells_p38_IFNa",-494.069439708146,-495.524816232709,0.0834667033186131,-7.17827252994152e-06,-0.000850551135768629,"quadratic","acceleration/decrease"
"48","CD4negCD8negTcells_p38_unstim",-1260.8628145551,-1258.9026565887,0.207414845286045,4.62750871081983e-08,-3.01053328270921e-06,"linear","linear"
"49","CD4negCD8negTcells_S6_IFNa",-636.241717013106,-634.55796461361,0.936532446220697,1.29504190887361e-06,0.000135039083699972,"linear","linear"
"50","CD4negCD8negTcells_S6_IL246",-618.3682463226,-616.455821785918,0.796596860102286,-7.28084838363619e-07,-5.66396009866409e-05,"linear","linear"
"51","CD4negCD8negTcells_S6_unstim",-149.424541837159,-147.475509997155,0.515188021798648,3.11471437623048e-06,0.000548183743726027,"linear","linear"
"52","CD4negCD8negTcells_STAT1_IFNa",-12.8427192023108,-12.6354819887625,1.61402619956647e-09,-3.04240775085021e-05,0.000795010712253672,"linear","linear"
"53","CD4negCD8negTcells_STAT1_IL246",-362.179143907652,-360.218985941254,0.207414845286045,-1.25964828756129e-06,8.19493453430823e-05,"linear","linear"
"54","CD4negCD8negTcells_STAT1_unstim",-362.179143907652,-360.218985941254,0.207414845286045,1.25964828756129e-06,-8.19493453430823e-05,"linear","linear"
"55","CD4negCD8negTcells_STAT3_IFNa",109.562353100216,107.840844396395,0.0140024303520364,-6.85048872825738e-05,-0.00479777615336254,"quadratic","deceleration/increase"
"56","CD4negCD8negTcells_STAT3_IL246",13.6257817482485,15.5582482459839,0.0536016576388098,-6.52909319177874e-06,0.000620138655332971,"linear","linear"
"57","CD4negCD8negTcells_STAT3_unstim",-75.4099748844262,-73.4448402104637,0.21476729517477,3.38185804805281e-06,-0.000249030197455566,"linear","linear"
"58","CD4negCD8negTcells_STAT5_IFNa",117.899045545784,119.749136306347,0.106304490678963,-1.42702559173653e-05,0.000129086692663388,"linear","linear"
"59","CD4negCD8negTcells_STAT5_IL246",119.653992157262,118.485376004399,0.050984850947717,-6.56673376410782e-05,-0.00495348602220803,"quadratic","deceleration/increase"
"60","CD4negCD8negTcells_STAT5_unstim",-52.1794455222162,-54.4214994351166,0.0251891084591838,4.03169959539304e-05,0.00312265678047715,"quadratic","deceleration/decrease"
"61","CD4negCD8negTcells_STAT6_IFNa",-176.006747591855,-174.303552987174,0.354298456361546,-6.81342363157285e-06,-0.000381715735563215,"linear","linear"
"62","CD4negCD8negTcells_STAT6_IL246",56.1477006588592,54.5262277182981,0.0750229834504794,-5.55390620379798e-05,-0.00459754654141305,"quadratic","deceleration/increase"
"63","CD4negCD8negTcells_STAT6_unstim",-132.000164088748,-130.884709764653,0.015573625922627,-1.38128973796082e-05,-0.00232966091356522,"linear","linear"
"64","CD4Tcm_CREB_IFNa",-953.837714218391,-956.068558123945,0.0890166252274429,-1.46308974947769e-06,-0.000131408858289882,"quadratic","deceleration/increase"
"65","CD4Tcm_CREB_IL246",-855.358857139942,-860.309329241191,0.0210367723610254,-2.68007311521121e-06,-0.000295527927343366,"quadratic","acceleration/decrease"
"66","CD4Tcm_CREB_unstim",-955.121294585033,-956.982443180411,0.0407067560696858,-1.39206638432736e-06,-0.000170437745659738,"quadratic","acceleration/decrease"
"67","CD4Tcm_ERK_IFNa",-752.765292258325,-751.986477604732,0.00660465404279432,1.65534846981908e-06,0.000274575118499701,"linear","linear"
"68","CD4Tcm_ERK_IL246",-666.253870189705,-665.356327774122,0.387288667280509,-2.16224301662933e-06,-0.000170751595143983,"linear","linear"
"69","CD4Tcm_ERK_unstim",-467.566755338793,-467.159242710688,0.0198189532785109,-5.39025023486778e-06,-0.000805694546096606,"linear","linear"
"70","CD4Tcm_IkB_IFNa",-596.859120542862,-594.97872818988,0.163930600586369,9.20847396991001e-07,0.000189878574085013,"linear","linear"
"71","CD4Tcm_IkB_IL246",-595.377708183135,-594.254525959808,0.745813524255762,-2.50336429599437e-06,-0.000229065184305239,"linear","linear"
"72","CD4Tcm_IkB_unstim",-373.908649120884,-376.627421551622,0.00505002638158684,-1.30178854177122e-05,-0.00170017816248739,"quadratic","acceleration/decrease"
"73","CD4Tcm_MAPKAPK2_IFNa",-807.779837241583,-806.568087851192,0.000633545371708079,1.08726617252065e-06,0.000221335807820526,"linear","linear"
"74","CD4Tcm_MAPKAPK2_IL246",-809.899478765725,-809.753552372372,0.272506244514854,-1.65132793544491e-06,-0.000131085696818758,"linear","linear"
"75","CD4Tcm_MAPKAPK2_unstim",-572.592423161323,-579.153040946575,0.000846298731640306,-8.38694427242722e-06,-0.00102879825907471,"quadratic","acceleration/decrease"
"76","CD4Tcm_NFkB_IFNa",-555.083165280521,-554.442253191924,0.616143202754826,3.61115220213016e-06,0.000322454465230641,"linear","linear"
"77","CD4Tcm_NFkB_IL246",-510.940621552787,-509.011745489474,0.980471804513666,9.73953791661646e-07,0.000100287698915947,"linear","linear"
"78","CD4Tcm_NFkB_unstim",-293.188855664506,-295.701407624083,0.0135163570831015,-1.71349831620476e-05,-0.00216303599251926,"quadratic","acceleration/decrease"
"79","CD4Tcm_p38_IFNa",-650.28568761975,-654.951605869103,0.036087521528972,-5.58121966380428e-06,-0.000581550524380436,"quadratic","acceleration/decrease"
"80","CD4Tcm_p38_unstim",-1390.23986392948,-1388.27970596308,0.207414845286045,2.875905931002e-08,-1.87098740689101e-06,"linear","linear"
"81","CD4Tcm_S6_IFNa",-662.655314180735,-662.109853163131,0.419548381840531,2.51507715154435e-06,0.000297120973285382,"linear","linear"
"82","CD4Tcm_S6_IL246",-660.302262962166,-658.563440116708,0.519612753396488,1.07737023319307e-06,0.000143885747908484,"linear","linear"
"83","CD4Tcm_S6_unstim",-146.585912958817,-144.596573860076,0.668709027840864,1.43956156800308e-06,0.000300809820728032,"linear","linear"
"84","CD4Tcm_STAT1_IFNa",41.6008549674553,36.8107506856629,2.19239063939096e-10,-7.16727590086067e-05,-0.00238196413923054,"quadratic","deceleration/increase"
"85","CD4Tcm_STAT1_unstim",-283.718463699525,-281.758305733127,0.207414845286045,1.68083539417295e-06,-0.000109350650925449,"linear","linear"
"86","CD4Tcm_STAT3_IFNa",171.434826608554,165.152269736755,0.00120395918041069,-0.000127238858042573,-0.0100508747279497,"quadratic","deceleration/increase"
"87","CD4Tcm_STAT3_IL246",175.554566185731,173.415674887711,0.0577077480962112,-9.20111133716143e-05,-0.00771217228787917,"quadratic","deceleration/increase"
"88","CD4Tcm_STAT3_unstim",10.2255261945952,10.3230306527419,0.200431662351682,3.41085155760569e-05,0.00259711590171714,"linear","linear"
"89","CD4Tcm_STAT5_IFNa",139.963129170905,135.03551200614,0.0035388022390652,-0.000103908520605185,-0.00820628559929724,"quadratic","deceleration/increase"
"90","CD4Tcm_STAT5_IL246",137.845547767536,134.421321367005,0.0234941339023053,-9.14825310882503e-05,-0.00765363638934394,"quadratic","deceleration/increase"
"91","CD4Tcm_STAT5_unstim",3.10478167742885,2.11803668178056,0.231569517803175,4.15496701549113e-05,0.00413436888745524,"quadratic","deceleration/decrease"
"92","CD4Tcm_STAT6_IFNa",-127.292289130614,-137.48738682835,0.0017453123331801,-5.11183668714716e-05,-0.00479521247591094,"quadratic","deceleration/increase"
"93","CD4Tcm_STAT6_IL246",91.2197787815684,86.5197242199948,0.0182943817005851,-8.54577505986289e-05,-0.00753741821467169,"quadratic","deceleration/increase"
"94","CD4Tcm_STAT6_unstim",-263.261677931217,-261.556742208383,0.0166205920284651,-4.92914729212555e-06,-0.00107036378156832,"linear","linear"
"95","CD4Teff_CREB_IFNa",-1315.90363228119,-1314.15649869494,0.532095443499486,-9.51853179804181e-08,-6.47709639100771e-06,"linear","linear"
"96","CD4Teff_CREB_IL246",-1241.69047912001,-1244.2178863125,0.0903133064393652,-5.24977424566806e-07,-5.68241054432608e-05,"quadratic","acceleration/decrease"
"97","CD4Teff_CREB_unstim",-Inf,-Inf,NA,0,0,"linear","linear"
"98","CD4Teff_ERK_IFNa",-542.605624126238,-541.302608870586,0.510823103762438,2.71071647911346e-06,0.000328550489956369,"linear","linear"
"99","CD4Teff_ERK_IL246",-511.760953021305,-510.050761177463,0.53382892652798,1.95930215922604e-06,0.000137772466204418,"linear","linear"
"100","CD4Teff_ERK_unstim",-359.066045350612,-358.183715338233,0.107088095450392,-6.73513154372369e-06,-0.000947602247387091,"linear","linear"
"101","CD4Teff_IkB_IFNa",-503.372297771704,-501.890008987977,0.556923781421712,2.69961585946367e-06,0.000329211406130549,"linear","linear"
"102","CD4Teff_IkB_IL246",-526.247378789138,-524.258165556557,0.907686256616256,3.58578651692389e-07,2.55952381030913e-05,"linear","linear"
"103","CD4Teff_IkB_unstim",-314.637585720178,-315.699930445175,0.0282627697329269,-1.30799302515525e-05,-0.00171905551511288,"quadratic","acceleration/decrease"
"104","CD4Teff_MAPKAPK2_IFNa",-578.202515077226,-576.239875815749,0.375099355809978,5.51277199619879e-07,0.000121678849092146,"linear","linear"
"105","CD4Teff_MAPKAPK2_IL246",-590.175905518917,-589.648004277026,0.339857827792524,-3.30269805678554e-06,-0.00026392889067839,"linear","linear"
"106","CD4Teff_MAPKAPK2_unstim",-464.332057692533,-464.112695964007,0.0676820653218875,-5.76598662743817e-06,-0.000788263890189767,"linear","linear"
"107","CD4Teff_NFkB_IFNa",-384.324953434567,-382.330624953269,0.432249536665149,-4.38122891767297e-07,-0.000163647342300899,"linear","linear"
"108","CD4Teff_NFkB_IL246",-394.389861949601,-393.752926815951,0.315954408309224,6.52907158665405e-06,0.000509369726493505,"linear","linear"
"109","CD4Teff_NFkB_unstim",-119.440694587128,-118.238591235971,0.363272651988391,-1.37410657268136e-05,-0.00174867295913515,"linear","linear"
"110","CD4Teff_p38_IFNa",-875.154655654817,-873.435511058393,0.383514524681115,-5.07077692800997e-07,-2.91555794704595e-05,"linear","linear"
"111","CD4Teff_p38_unstim",-Inf,-Inf,NA,0,0,"linear","linear"
"112","CD4Teff_S6_IFNa",-592.117127927907,-591.204965063906,0.299528431082429,2.82090936838811e-06,0.000357349537292794,"linear","linear"
"113","CD4Teff_S6_IL246",-583.06855763747,-581.189027632383,0.619389620132531,-9.7222310828139e-07,-0.000134175771855989,"linear","linear"
"114","CD4Teff_S6_unstim",-176.688853880063,-174.892470913798,0.516090415729119,5.63017408648108e-06,0.000778298664751106,"linear","linear"
"115","CD4Teff_STAT1_IFNa",48.0466744307983,45.1419622546287,9.28130338694012e-10,-6.25905699117023e-05,-0.00143134627639231,"quadratic","deceleration/increase"
"116","CD4Teff_STAT1_IL246",-106.717013972427,-106.498152970687,7.99759670745518e-05,-2.14747351557188e-05,-0.000445279554018666,"linear","linear"
"117","CD4Teff_STAT1_unstim",-314.121580387237,-312.161422420839,0.207414845286045,1.50307763675798e-06,-9.7786207109141e-05,"linear","linear"
"118","CD4Teff_STAT3_IFNa",184.041944914558,178.395766386414,0.00261180331102318,-0.000128201253105466,-0.0102831181032523,"quadratic","deceleration/increase"
"119","CD4Teff_STAT3_IL246",217.608159930649,216.732575750843,0.169358247593638,-8.97245472375375e-05,-0.00782396987713256,"quadratic","deceleration/increase"
"120","CD4Teff_STAT3_unstim",27.5685156507014,27.0140100581084,0.162105515766331,4.20752174647191e-05,0.00348995384140297,"quadratic","deceleration/decrease"
"121","CD4Teff_STAT5_IFNa",71.5605633811423,66.3223270405535,0.0032950703971624,-8.25492990787785e-05,-0.00658903447989238,"quadratic","deceleration/increase"
"122","CD4Teff_STAT5_IL246",70.3173910743339,69.1657792255519,0.0153326398922414,-5.46286116331788e-05,-0.00361375828899122,"quadratic","deceleration/increase"
"123","CD4Teff_STAT5_unstim",-42.1377208879939,-40.9095586510422,0.355234314377753,1.79580137385237e-05,0.00230156404078298,"linear","linear"
"124","CD4Teff_STAT6_IFNa",-99.7465308576755,-106.934909892968,0.0108541561947489,-4.93689865761406e-05,-0.00485811987201563,"quadratic","deceleration/increase"
"125","CD4Teff_STAT6_IL246",107.018975334155,103.764124687288,0.0433416925269772,-8.04199686417247e-05,-0.00709582254496085,"quadratic","deceleration/increase"
"126","CD4Teff_STAT6_unstim",-173.79433091495,-172.072902080735,0.114886468305065,-6.6549474563029e-06,-0.00119169392482875,"linear","linear"
"127","CD4Tem_CREB_IFNa",-943.852549669292,-946.074408024631,0.0791097627163311,-1.51621033798288e-06,-0.000133515265804868,"quadratic","deceleration/increase"
"128","CD4Tem_CREB_IL246",-786.940032483001,-792.700829161364,0.014009550293769,-3.63658638751483e-06,-0.000399529973374679,"quadratic","acceleration/decrease"
"129","CD4Tem_CREB_unstim",-844.837235710079,-845.315105105586,0.0130409835944766,-1.67698150172426e-06,-0.000239599047648729,"quadratic","acceleration/decrease"
"130","CD4Tem_ERK_IFNa",-762.581676288647,-760.810265286633,0.36239230285745,6.92061178182183e-07,0.000104136188255266,"linear","linear"
"131","CD4Tem_ERK_IL246",-670.636369494728,-673.085362521699,0.104921629591191,-4.24809716732118e-06,-0.00044839259924031,"quadratic","acceleration/decrease"
"132","CD4Tem_ERK_unstim",-453.656431079357,-452.523604081055,0.0672981349180382,-4.19191226026988e-06,-0.000638608167976645,"linear","linear"
"133","CD4Tem_IkB_IFNa",-619.90821335452,-618.096362663962,0.0835644031538588,1.06096970032943e-06,0.000218013651533045,"linear","linear"
"134","CD4Tem_IkB_IL246",-630.471229645722,-629.628109870172,0.514309000514072,-2.52614031678965e-06,-0.000213894042533078,"linear","linear"
"135","CD4Tem_IkB_unstim",-391.6619212781,-393.542501414131,0.00660699346417395,-1.10762756664452e-05,-0.00148897668360551,"quadratic","acceleration/decrease"
"136","CD4Tem_MAPKAPK2_IFNa",-851.376614132179,-850.326230142447,0.00447131936796128,-1.01634075640428e-06,-2.33742386436273e-05,"linear","linear"
"137","CD4Tem_MAPKAPK2_IL246",-855.894598041962,-859.226321270443,0.0693369794135953,-2.34963534089701e-06,-0.000226843983992209,"quadratic","deceleration/increase"
"138","CD4Tem_MAPKAPK2_unstim",-635.992093906448,-641.076824591994,0.000494661825594612,-6.05970421821766e-06,-0.000786153985452725,"quadratic","acceleration/decrease"
"139","CD4Tem_NFkB_IFNa",-564.385032711615,-562.644116675148,0.0536548324038162,1.52674872234315e-06,1.09705992741952e-06,"linear","linear"
"140","CD4Tem_NFkB_IL246",-504.123400493562,-502.223888275609,0.49698923032642,-1.18699395798915e-06,-0.000185938462576116,"linear","linear"
"141","CD4Tem_NFkB_unstim",-230.056347886925,-230.228760343554,0.0970023820327494,-1.50593462052083e-05,-0.00194491812461026,"quadratic","acceleration/decrease"
"142","CD4Tem_p38_IFNa",-546.955138023252,-550.763517732923,0.0488637844227916,-7.6294086113878e-06,-0.000817407368644793,"quadratic","acceleration/decrease"
"143","CD4Tem_p38_unstim",-990.035828744906,-988.075670778508,0.207414845286045,1.25247425979558e-07,-8.14826223024692e-06,"linear","linear"
"144","CD4Tem_S6_IFNa",-676.128018170815,-674.235665168916,0.291290467829308,6.52758234435501e-07,0.00012066273477712,"linear","linear"
"145","CD4Tem_S6_IL246",-673.480990450926,-671.508467268677,0.141324341090746,-3.33061967683362e-07,4.40866615959722e-05,"linear","linear"
"146","CD4Tem_S6_unstim",-137.580288046516,-135.616163445909,0.666935267005868,2.72954680456977e-06,0.000436715354704404,"linear","linear"
"147","CD4Tem_STAT1_IFNa",53.5554900380508,47.1308880779316,2.61116225001453e-09,-8.3173600262082e-05,-0.00383771718974908,"quadratic","deceleration/increase"
"148","CD4Tem_STAT1_unstim",-267.41142741966,-265.451269453262,0.207414845286045,1.78468738871868e-06,-0.00011610698366502,"linear","linear"
"149","CD4Tem_STAT3_IFNa",162.945490310995,155.944453885854,0.00060599246241017,-0.000128398993473098,-0.0100863597562972,"quadratic","deceleration/increase"
"150","CD4Tem_STAT3_IL246",173.466153796587,170.381412746314,0.0763351704135463,-0.000101029301618842,-0.00966814116323644,"quadratic","deceleration/increase"
"151","CD4Tem_STAT3_unstim",-13.2208763396809,-12.782011278307,0.0588871588827112,2.83633138371002e-05,0.00172063528678409,"linear","linear"
"152","CD4Tem_STAT5_IFNa",141.897885498948,135.678157714938,0.00382397788915515,-0.000113724790228136,-0.00957106401125869,"quadratic","deceleration/increase"
"153","CD4Tem_STAT5_IL246",141.361735983883,137.637925581142,0.0185935316501653,-9.51455647299181e-05,-0.00794020375425627,"quadratic","deceleration/increase"
"154","CD4Tem_STAT5_unstim",13.3670131859114,12.4202860792949,0.201400647222378,4.28603491950166e-05,0.0039364271341637,"quadratic","deceleration/decrease"
"155","CD4Tem_STAT6_IFNa",-138.478582557071,-149.213314744147,0.00193926816617472,-5.00834431482571e-05,-0.00510932952425883,"quadratic","acceleration/decrease"
"156","CD4Tem_STAT6_IL246",91.263226780932,85.6421978910843,0.0208694923906707,-9.10038296545042e-05,-0.00868373329634778,"quadratic","deceleration/increase"
"157","CD4Tem_STAT6_unstim",-247.19903044811,-245.475314866786,0.0293315510660283,-5.06003387996065e-06,-0.0010624758637314,"linear","linear"
"158","CD4Tnaive_CREB_IFNa",-1180.53107783866,-1179.55671395453,0.677467645212569,-3.14883579600088e-07,-2.82794538037221e-05,"linear","linear"
"159","CD4Tnaive_CREB_IL246",-1103.37307146129,-1107.73638181696,0.0413387759755116,-1.03145169689551e-06,-0.000107916174382962,"quadratic","acceleration/decrease"
"160","CD4Tnaive_CREB_unstim",-1327.31887637808,-1327.58618949245,0.329812493518579,-2.72300244773995e-07,-2.75474104203618e-05,"quadratic","acceleration/decrease"
"161","CD4Tnaive_ERK_IFNa",-703.419454638189,-702.309388947632,0.167190414787511,1.69523841243396e-06,0.000235722127296102,"linear","linear"
"162","CD4Tnaive_ERK_IL246",-649.690139900914,-649.588081435301,0.325714853653333,-3.01077224517812e-06,-0.000246343919411444,"linear","linear"
"163","CD4Tnaive_ERK_unstim",-436.46623369711,-437.398923879423,0.0243540125604743,-8.18077322662242e-06,-0.00109375613336709,"quadratic","acceleration/decrease"
"164","CD4Tnaive_IkB_IFNa",-561.918956230363,-560.062739479698,0.091768205773267,1.14797117813605e-06,0.000249655033379158,"linear","linear"
"165","CD4Tnaive_IkB_IL246",-560.333275265943,-559.329844166438,0.52904779263058,-3.03516272461646e-06,-0.000255083548805374,"linear","linear"
"166","CD4Tnaive_IkB_unstim",-324.077817428856,-326.149841629178,0.0091001741816192,-1.45414623222193e-05,-0.0019095596713523,"quadratic","acceleration/decrease"
"167","CD4Tnaive_MAPKAPK2_IFNa",-721.597289252533,-719.741332309023,6.85078021810936e-05,-6.38806090634926e-07,0.000116326872663046,"linear","linear"
"168","CD4Tnaive_MAPKAPK2_IL246",-721.940868006737,-722.443906060706,0.15966893275919,-2.64805995249147e-06,-0.000217527253774771,"quadratic","deceleration/increase"
"169","CD4Tnaive_MAPKAPK2_unstim",-459.040017630035,-458.635109931634,0.131414444400532,-5.56642236625373e-06,-0.000734891770945927,"linear","linear"
"170","CD4Tnaive_NFkB_IFNa",-564.175488126329,-563.119298867743,0.743125894523188,2.91258153505898e-06,0.000267182055725535,"linear","linear"
"171","CD4Tnaive_NFkB_IL246",-528.611428039495,-526.627151214901,0.681388114709998,4.29170984845507e-07,7.99119140570293e-05,"linear","linear"
"172","CD4Tnaive_NFkB_unstim",-288.606063148995,-290.325425996922,0.0784548016644112,-1.58436083021423e-05,-0.00185527061381866,"quadratic","acceleration/decrease"
"173","CD4Tnaive_p38_unstim",-Inf,-Inf,NA,0,0,"linear","linear"
"174","CD4Tnaive_S6_IFNa",-737.252609568692,-735.261542326895,0.0612349035113763,-1.50219783714045e-07,6.31844215024728e-05,"linear","linear"
"175","CD4Tnaive_S6_IL246",-695.0992546272,-693.100849927969,0.287659824497798,7.41253100140534e-08,5.91526829505305e-05,"linear","linear"
"176","CD4Tnaive_S6_unstim",-174.541331273372,-172.601622711696,0.705083369877278,3.08877222167689e-06,0.0004351503970856,"linear","linear"
"177","CD4Tnaive_STAT1_IFNa",44.7191579943448,43.0240466784793,6.74091929986362e-10,-5.3785292627653e-05,-0.000469715382760395,"quadratic","deceleration/increase"
"178","CD4Tnaive_STAT1_IL246",-84.5618898292696,-83.268717373846,6.74134612952177e-06,-1.47050477121784e-05,0.000662981344976573,"linear","linear"
"179","CD4Tnaive_STAT1_unstim",-325.856466416366,-323.896308449969,0.207414845286045,1.43960936232689e-06,-9.3657131087649e-05,"linear","linear"
"180","CD4Tnaive_STAT3_IFNa",186.920439162263,181.400838955673,0.00327837514567035,-0.000128517879052425,-0.0103894648634994,"quadratic","deceleration/increase"
"181","CD4Tnaive_STAT3_IL246",199.777305024631,198.25595932722,0.0830544341428972,-9.28793234953419e-05,-0.00772072116878927,"quadratic","deceleration/increase"
"182","CD4Tnaive_STAT3_unstim",41.5102246716227,41.031923713734,0.250632988603899,4.36285654252004e-05,0.00395981511149943,"quadratic","deceleration/decrease"
