"","cytof","linear_fit","quadratic_fit","pval","a","b","class","pattern"
"36","CD4negCD8negTcells_ERK_IL246",45.5725112972597,-43.92013020683,0.790740512268512,-0.00081330526247213,0.0464205593920473,"linear","linear"
"37","CD4negCD8negTcells_ERK_unstim",23.1668951582541,-21.2102347461412,0.997754060972916,-0.000642719153977739,0.0374243986943482,"linear","linear"
"38","CD4negCD8negTcells_IkB_IFNa",67.2703471276066,-66.8794385472937,0.545755403990269,0.000788457837720467,-0.0449190839108261,"linear","linear"
"39","CD4negCD8negTcells_IkB_IL246",58.4360891623357,-57.0858970763112,0.884127003768752,0.000698624799285073,-0.0403698023616904,"linear","linear"
"40","CD4negCD8negTcells_IkB_unstim",48.2378784782918,-46.4817245750769,0.843637875356717,-0.000620469614560818,0.0368029523171682,"linear","linear"
"41","CD4negCD8negTcells_MAPKAPK2_IFNa",84.1502051357857,-82.3668215775692,0.776583284268728,-0.000162255772501752,0.00919319255376311,"linear","linear"
"42","CD4negCD8negTcells_MAPKAPK2_IL246",69.6864652447353,-67.8008815740706,0.736937127472364,-0.000198029351868207,0.0110208162420511,"linear","linear"
"43","CD4negCD8negTcells_MAPKAPK2_unstim",48.8689212843651,-46.869091154037,0.617464232577563,-1.60812485751942e-05,0.00255879741110987,"linear","linear"
"44","CD4negCD8negTcells_NFkB_IFNa",54.3542067624878,-62.3312741257836,0.0193130436391031,0.00270948058561785,-0.157227456704734,"quadratic","deceleration/decrease"
"45","CD4negCD8negTcells_NFkB_IL246",35.0910552420428,-33.5571921913391,0.315769492684449,0.00136652244472496,-0.085035535867686,"linear","linear"
"46","CD4negCD8negTcells_NFkB_unstim",9.01558833165201,-7.3147265587579,0.770330771591805,-0.00278630823997648,0.166261710959628,"linear","linear"
"47","CD4negCD8negTcells_p38_IFNa",41.3188880736277,-39.3259144444889,0.94731230429393,-0.000135418850768769,0.00761047820024288,"linear","linear"
"48","CD4negCD8negTcells_p38_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"49","CD4negCD8negTcells_S6_IFNa",81.7122413247281,-81.0243758922766,0.368274152464121,0.000427306003843743,-0.0239812656147737,"linear","linear"
"50","CD4negCD8negTcells_S6_IL246",67.6736965433708,-65.737569509364,0.537555226110887,0.000159130983478133,-0.0102972504812799,"linear","linear"
"51","CD4negCD8negTcells_S6_unstim",50.6183935573875,-48.6261659829902,0.949533155475908,0.000102175306966044,-0.00614516693666952,"linear","linear"
"52","CD4negCD8negTcells_STAT1_IFNa",1.21606628145198,-0.178824087457608,0.028958992687704,-0.00652707286374124,0.423315156411669,"linear","linear"
"53","CD4negCD8negTcells_STAT1_IL246",Inf,-Inf,NA,0,0,"linear","linear"
"54","CD4negCD8negTcells_STAT1_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"55","CD4negCD8negTcells_STAT3_IFNa",4.91847809779994,-3.64341214676067,0.260541198240831,-0.00498320462756825,0.308288215585949,"linear","linear"
"56","CD4negCD8negTcells_STAT3_IL246",14.5779744601015,-12.9663307230277,0.707739408263409,-0.00259862609316821,0.147272347281272,"linear","linear"
"57","CD4negCD8negTcells_STAT3_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"58","CD4negCD8negTcells_STAT5_IFNa",6.56805538091312,7.96327518797229,0.519860262092117,-0.00687455792964843,0.415725354084038,"linear","linear"
"59","CD4negCD8negTcells_STAT5_IL246",0.219722451514524,1.78373705805397,0.710095002322562,-0.00466677622777447,0.264951724513075,"linear","linear"
"60","CD4negCD8negTcells_STAT5_unstim",44.9081356645195,-43.1404844605969,0.579274847193848,0.000682288061798883,-0.0376759778259246,"linear","linear"
"61","CD4negCD8negTcells_STAT6_IFNa",19.8980035923263,-17.9449180646849,0.375185168947429,-0.00075146154626109,0.0519819752002321,"linear","linear"
"62","CD4negCD8negTcells_STAT6_IL246",13.662815604337,-11.9506077358366,0.669773831312725,-0.00231547152944711,0.130045697314654,"linear","linear"
"63","CD4negCD8negTcells_STAT6_unstim",1.22830101723504,3.07145719179774,0.957265549994688,-0.00291618768414051,0.17094356787536,"linear","linear"
"64","CD4Tcm_CREB_IFNa",152.363784402801,-152.527065056463,0.23456915381328,4.33510800029538e-05,-0.00243345525831388,"quadratic","deceleration/decrease"
"65","CD4Tcm_CREB_IL246",112.802820966239,-112.966101619901,0.23456915381328,0.000178078269116704,-0.00999618695414163,"quadratic","deceleration/decrease"
"66","CD4Tcm_CREB_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"67","CD4Tcm_ERK_IFNa",90.5557295998289,-89.3612042225811,0.47937304311908,0.000246313614027889,-0.0138300468741763,"linear","linear"
"68","CD4Tcm_ERK_IL246",78.8061394933308,-76.9852938733409,0.0822618289961181,0.000178709330768858,-0.0124714031590954,"linear","linear"
"69","CD4Tcm_ERK_unstim",50.1381549612315,-48.9423944096117,0.233008674044691,0.00104246659101587,-0.0569407751183086,"linear","linear"
"70","CD4Tcm_IkB_IFNa",64.0326106877673,-63.2660850385942,0.980735196944008,0.000780074122816862,-0.0454045878848939,"linear","linear"
"71","CD4Tcm_IkB_IL246",62.5098770359619,-61.7777861635926,0.298094121410121,0.000834584251896831,-0.0507397603111492,"linear","linear"
"72","CD4Tcm_IkB_unstim",37.3120172680615,-35.317545061825,0.801458889753718,0.000138595702733582,-0.00930392685426936,"linear","linear"
"73","CD4Tcm_MAPKAPK2_IFNa",97.1428810153278,-101.747527793301,0.0743089194502323,0.000504920575200861,-0.0294765112197595,"quadratic","deceleration/decrease"
"74","CD4Tcm_MAPKAPK2_IL246",88.5758147578774,-87.4440685061985,0.91580537864916,0.000274165815698082,-0.0158911907035037,"linear","linear"
"75","CD4Tcm_MAPKAPK2_unstim",52.1322720761003,-50.1692998526778,0.68203159422527,-0.000211165818659636,0.0111213530053486,"linear","linear"
"76","CD4Tcm_NFkB_IFNa",56.0099016288894,-54.4959859328195,0.80846351159494,0.000660845377084082,-0.0391107252778278,"linear","linear"
"77","CD4Tcm_NFkB_IL246",71.3142512319179,-71.9866210144468,0.0198920750828062,0.00086333114778362,-0.0543674298798507,"quadratic","deceleration/decrease"
"78","CD4Tcm_NFkB_unstim",32.7798157183285,-30.7798196328238,0.597267459188607,-4.33661994839095e-06,0.00330237118893809,"linear","linear"
"79","CD4Tcm_p38_IFNa",55.2618915589025,-53.2639496923396,0.883556485384026,4.45477410026539e-05,-0.0022188553527294,"linear","linear"
"80","CD4Tcm_p38_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"81","CD4Tcm_S6_IFNa",73.0304928014182,-71.9514597257385,0.111430755455061,0.000491499997593964,-0.0263433174099597,"linear","linear"
"82","CD4Tcm_S6_IL246",69.472562860529,-67.4793726597971,0.690782080477178,4.87757961329835e-05,-0.0034595140865887,"linear","linear"
"83","CD4Tcm_S6_unstim",42.1099239853183,-40.1940947025814,0.723071824383558,0.000455016114742921,-0.0279718402724832,"linear","linear"
"84","CD4Tcm_STAT1_IFNa",10.1484312537247,-8.2279835817555,0.0091084272736388,-0.00138531257178914,0.119865063233805,"linear","linear"
"85","CD4Tcm_STAT1_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"86","CD4Tcm_STAT3_IFNa",11.7932991135127,-9.95801308024912,0.264113883622471,0.00187678403481485,-0.0954178254834702,"linear","linear"
"87","CD4Tcm_STAT3_IL246",29.9662823745195,31.9125684268739,0.446241287566545,0.00477161115327323,-0.319620871063369,"linear","linear"
"88","CD4Tcm_STAT3_unstim",27.2784413752647,-26.1429107399261,0.675631592735049,-0.00244257431035532,0.145246387271442,"linear","linear"
"89","CD4Tcm_STAT5_IFNa",18.2380320972277,-19.4401615775869,0.179421106126499,-0.00623337592505935,0.353514391868652,"quadratic","deceleration/increase"
"90","CD4Tcm_STAT5_IL246",13.1623174448572,-12.6001954494286,0.333927319090972,-0.00516293179706808,0.289411670944895,"linear","linear"
"91","CD4Tcm_STAT5_unstim",15.5620272396654,-14.3075444796862,0.823700041488418,0.00345416543878069,-0.198885583353686,"linear","linear"
"92","CD4Tcm_STAT6_IFNa",28.3943965325756,-27.0871917390761,0.672869324336164,-0.00210758652836429,0.119951530968202,"linear","linear"
"93","CD4Tcm_STAT6_IL246",20.1490327791375,-18.5776961180852,0.250570972817751,-0.00223596881394473,0.119623931475488,"linear","linear"
"94","CD4Tcm_STAT6_unstim",32.9355630199447,-32.1158063009049,0.277175392780656,0.00231896803112477,-0.128749924345493,"linear","linear"
"95","CD4Teff_CREB_IFNa",91.5201051725774,-91.5773563610898,0.392633634755388,-0.000372053778271545,0.0213125785294248,"quadratic","deceleration/increase"
"96","CD4Teff_CREB_IL246",Inf,-Inf,NA,0,0,"linear","linear"
"97","CD4Teff_CREB_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"98","CD4Teff_ERK_IFNa",50.5288016966809,-48.5310803815365,0.919462009620108,5.55062664612758e-05,-0.00292615423729985,"linear","linear"
"99","CD4Teff_ERK_IL246",51.253447781121,-52.6425309843532,0.202388095216302,0.00196591969570645,-0.116782436618814,"quadratic","deceleration/decrease"
"100","CD4Teff_ERK_unstim",35.1892972509813,-33.1939654025557,0.763989608828392,0.000137397071216646,-0.00642153118722247,"linear","linear"
"101","CD4Teff_IkB_IFNa",50.3788192861369,-53.5271855647675,0.109488994600324,0.00242646399787175,-0.143317880909767,"quadratic","deceleration/decrease"
"102","CD4Teff_IkB_IL246",38.6406787523712,-41.4692755518467,0.0819503664598393,0.00359291686667867,-0.214719286223128,"quadratic","deceleration/decrease"
"103","CD4Teff_IkB_unstim",36.4647920143515,-34.9114765322812,0.934181144587096,-0.0012740988556522,0.0738181798696935,"linear","linear"
"104","CD4Teff_MAPKAPK2_IFNa",52.185477633309,-50.4118785481631,0.20110371876895,0.000519406417672086,-0.0340634308529314,"linear","linear"
"105","CD4Teff_MAPKAPK2_IL246",40.2670463848481,-40.2291971201093,0.199472803889209,0.00226991493192725,-0.138093860237191,"linear","linear"
"106","CD4Teff_MAPKAPK2_unstim",44.2490851313251,-43.8494082030501,0.162466388034626,-0.00178949434713927,0.10981508149114,"linear","linear"
"107","CD4Teff_NFkB_IFNa",33.57932252477,-31.6405131842235,0.474679132698028,0.000526357642932031,-0.0266369230880744,"linear","linear"
"108","CD4Teff_NFkB_IL246",35.4016920095503,-35.2760871842475,0.332615340841011,0.00264364520619004,-0.148862216099573,"linear","linear"
"109","CD4Teff_NFkB_unstim",18.1329474596237,-16.1990380596237,0.686656297273705,-0.000949623620936766,0.05140959993932,"linear","linear"
"110","CD4Teff_p38_IFNa",59.1063977056273,-57.6774446489218,0.393403448607828,-0.000640319821916255,0.0353645598390832,"linear","linear"
"111","CD4Teff_p38_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"112","CD4Teff_S6_IFNa",41.6876593237014,-47.488461172597,0.0465133832455785,0.00389962180354249,-0.226853294745488,"quadratic","deceleration/decrease"
"113","CD4Teff_S6_IL246",47.5108997364345,-54.424977420167,0.0199586215028059,0.00332575138131235,-0.196979063580125,"quadratic","deceleration/decrease"
"114","CD4Teff_S6_unstim",43.1228122491932,-42.956392108613,0.97420645081305,-0.00198597367096594,0.115838299676424,"linear","linear"
"115","CD4Teff_STAT1_IFNa",1.96695172222932,0.0163223655819671,0.0184474038270534,0.000851730442267361,-0.00360657394147873,"linear","linear"
"116","CD4Teff_STAT1_IL246",0.600722757865535,1.34987593115891,0.992533404120369,-0.00153608098184009,0.0893282400524177,"linear","linear"
"117","CD4Teff_STAT1_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"118","CD4Teff_STAT3_IFNa",11.1140777589283,-9.29409862480371,0.269463501902088,0.00200968096727501,-0.102986124092686,"linear","linear"
"119","CD4Teff_STAT3_IL246",32.4373253450709,34.2707334718029,0.567318135808657,0.00916012331189226,-0.567645436829837,"linear","linear"
"120","CD4Teff_STAT3_unstim",27.0835528192156,-26.0846837324409,0.961305491638003,-0.0026405425037906,0.154188828542882,"linear","linear"
"121","CD4Teff_STAT5_IFNa",6.91341469982443,-5.87895926433523,0.822896773777449,-0.00533280757973103,0.307470663350641,"linear","linear"
"122","CD4Teff_STAT5_IL246",5.1027275367136,6.99808146463701,0.758027848254139,-0.0027380524321781,0.15267643589004,"linear","linear"
"123","CD4Teff_STAT5_unstim",14.6407288765372,-13.7769159544354,0.863836674495338,0.00437656328440844,-0.256876459297931,"linear","linear"
"124","CD4Teff_STAT6_IFNa",21.3520837425639,-19.7753114460502,0.552799337687316,0.00212851449969378,-0.129176335870384,"linear","linear"
"125","CD4Teff_STAT6_IL246",20.4217434801784,-18.9368419696557,0.175886284593938,0.00242357388138867,-0.153773883201256,"linear","linear"
"126","CD4Teff_STAT6_unstim",23.9794630922402,-22.1780954648808,0.450139961492892,0.00133290107784506,-0.071652911487282,"linear","linear"
"127","CD4Tem_CREB_IFNa",119.470313397134,-119.098685791328,0.294872089799213,0.00012290508668491,-0.00688253047547533,"linear","linear"
"128","CD4Tem_CREB_IL246",98.8464540349379,-96.8622056710067,0.5747011842036,2.59792413517472e-05,-0.00181986271493762,"linear","linear"
"129","CD4Tem_CREB_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"130","CD4Tem_ERK_IFNa",85.6159640610649,-83.640301454849,0.61310208184401,-5.17899913127553e-05,0.00257543260965673,"linear","linear"
"131","CD4Tem_ERK_IL246",80.4974968766631,-79.9858132532362,0.0458958557532417,0.000473800143564969,-0.0298814535112124,"linear","linear"
"132","CD4Tem_ERK_unstim",48.6605473649941,-47.2887631536494,0.265474153056748,0.000974306974133368,-0.0530442082092274,"linear","linear"
"133","CD4Tem_IkB_IFNa",74.3187938831318,-75.7842220296927,0.255610769376717,0.000871123476283505,-0.0508523404787267,"quadratic","deceleration/decrease"
"134","CD4Tem_IkB_IL246",77.7185579248313,-77.8046418324253,0.107372150291929,0.000613026132541843,-0.0378328318970375,"quadratic","deceleration/decrease"
"135","CD4Tem_IkB_unstim",42.8277262068591,-40.9274884046059,0.777243600231116,-0.000482697445519154,0.0269879614084101,"linear","linear"
"136","CD4Tem_MAPKAPK2_IFNa",75.4903619411662,-73.6746660755016,0.853292207871225,0.000204028400810122,-0.0116564618501824,"linear","linear"
"137","CD4Tem_MAPKAPK2_IL246",76.2668439098031,-77.4526083239308,0.269922641042928,0.00078284523531748,-0.0460357652272542,"quadratic","deceleration/decrease"
"138","CD4Tem_MAPKAPK2_unstim",56.7876675126767,-54.8322956820296,0.496935239342453,0.000196289845861808,-0.0131067513400482,"linear","linear"
"139","CD4Tem_NFkB_IFNa",54.5482674121394,-53.2813553911662,0.806701475364403,0.000851316660383229,-0.0502468517802007,"linear","linear"
"140","CD4Tem_NFkB_IL246",62.0154462647607,-62.7153044710227,0.0678791801273007,0.00120898947259714,-0.0744636960471507,"quadratic","deceleration/decrease"
"141","CD4Tem_NFkB_unstim",30.4281469185336,-28.4455302241408,0.970240625349478,0.000314210353455211,-0.0185398533611774,"linear","linear"
"142","CD4Tem_p38_IFNa",42.0964715720873,-40.2777719172263,0.749632523789211,-0.000666963638955365,0.0375440954829574,"linear","linear"
"143","CD4Tem_p38_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"144","CD4Tem_S6_IFNa",72.4086817127102,-74.9404367304793,0.10233710258,0.00104733297642693,-0.059564369749805,"quadratic","deceleration/decrease"
"145","CD4Tem_S6_IL246",67.4073150325686,-68.25938500836,0.211512972143266,0.00102225677925777,-0.0611779933438607,"quadratic","deceleration/decrease"
"146","CD4Tem_S6_unstim",39.9356237871577,-37.9513037263114,0.654766056723231,0.000212507283134398,-0.0143770289785498,"linear","linear"
"147","CD4Tem_STAT1_IFNa",6.25142880503711,-4.37399154557918,0.0158938574490887,-0.00197474911753628,0.155710398561794,"linear","linear"
"148","CD4Tem_STAT1_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"149","CD4Tem_STAT3_IFNa",6.70300250300688,-4.74750880086058,0.316471474026751,0.00117258419483943,-0.0534113449193363,"linear","linear"
"150","CD4Tem_STAT3_IL246",29.5010861041166,31.4947962957058,0.45712163203114,0.00160728332131845,-0.133573791892523,"linear","linear"
"151","CD4Tem_STAT3_unstim",44.6652834984355,-43.803277878866,0.727731846243204,-0.00149888443930434,0.0886404932995713,"linear","linear"
"152","CD4Tem_STAT5_IFNa",21.2532043711224,-22.8116349973604,0.145329112995749,-0.00586427225645881,0.332321723420516,"quadratic","deceleration/increase"
"153","CD4Tem_STAT5_IL246",8.15425964089057,-6.84735054966836,0.313715879994687,-0.00434320966684106,0.238812147433903,"linear","linear"
"154","CD4Tem_STAT5_unstim",12.3523904856059,-11.0559833074527,0.751734349980474,0.00376600112550933,-0.215648035236519,"linear","linear"
"155","CD4Tem_STAT6_IFNa",27.3662707704161,-25.7152749606292,0.721316259182485,-0.00156133003750319,0.088478827061736,"linear","linear"
"156","CD4Tem_STAT6_IL246",23.0087891960414,-21.5525392893485,0.162550040920324,-0.00226915195858691,0.120355461182033,"linear","linear"
"157","CD4Tem_STAT6_unstim",30.6809106289426,-29.5344043721194,0.381915033054663,0.00214972715716802,-0.119753274741401,"linear","linear"
"158","CD4Tnaive_CREB_IFNa",Inf,-Inf,NA,0,0,"linear","linear"
"159","CD4Tnaive_CREB_IL246",147.573176783248,-147.73645743691,0.23456915381328,5.14404457716894e-05,-0.00288754105421591,"quadratic","deceleration/decrease"
"160","CD4Tnaive_CREB_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"161","CD4Tnaive_ERK_IFNa",66.5884161419114,-65.8350786810391,0.899390989335349,-0.000715653223934398,0.0419135120039554,"linear","linear"
"162","CD4Tnaive_ERK_IL246",78.8072200340627,-76.8167466313214,0.17048277350595,4.13332625032597e-05,-0.00399155930127782,"linear","linear"
"163","CD4Tnaive_ERK_unstim",41.4273326945493,-40.9856692668083,0.286359098562994,0.0019545350562348,-0.109274232854827,"linear","linear"
"164","CD4Tnaive_IkB_IFNa",50.0446637570835,-49.6488275270115,0.699164125692267,0.00145656278558197,-0.0836639639686226,"linear","linear"
"165","CD4Tnaive_IkB_IL246",51.5079595021362,-50.4725083133405,0.896616758681618,0.00108406428324376,-0.063543607354268,"linear","linear"
"166","CD4Tnaive_IkB_unstim",26.8408289236403,-24.8458606393454,0.949549326797739,-0.000192198188780695,0.010749318678611,"linear","linear"
"167","CD4Tnaive_MAPKAPK2_IFNa",68.8786070628589,-68.7705790485195,0.518704210711653,-0.000803253112190445,0.0478297114373388,"linear","linear"
"168","CD4Tnaive_MAPKAPK2_IL246",67.8508548015275,-66.2240812292772,0.193022864692801,-0.000380138370558204,0.0199335164833109,"linear","linear"
"169","CD4Tnaive_MAPKAPK2_unstim",46.7339761233373,-44.7454163546254,0.938515839196547,-0.000142398675103994,0.0085655744554537,"linear","linear"
"170","CD4Tnaive_NFkB_IFNa",53.0105443620818,-53.7137417664015,0.301418539812498,0.00166853969843887,-0.0957126266408843,"quadratic","deceleration/decrease"
"171","CD4Tnaive_NFkB_IL246",62.6638374872887,-64.2617485788795,0.0788975178128992,0.00134281627453814,-0.0814288547049096,"quadratic","deceleration/decrease"
"172","CD4Tnaive_NFkB_unstim",32.180243970491,-30.2244154258387,0.35714973996909,-0.000470263810346231,0.0328970554297898,"linear","linear"
"173","CD4Tnaive_p38_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"174","CD4Tnaive_S6_IFNa",77.2304592539624,-75.6372628887447,0.126357714441682,0.000283730628400475,-0.0146439908860714,"linear","linear"
"175","CD4Tnaive_S6_IL246",73.8347247047098,-75.1845076698223,0.231999345208778,0.000873128729242827,-0.0501372825063365,"quadratic","deceleration/decrease"
"176","CD4Tnaive_S6_unstim",45.8014111066904,-43.8279151470437,0.722937756157102,0.000224022869954228,-0.0143335283876534,"linear","linear"
"177","CD4Tnaive_STAT1_IFNa",8.25617262907332,-6.25623826636599,0.00431821662211586,-4.26346513826169e-05,0.0498122270676857,"linear","linear"
"178","CD4Tnaive_STAT1_IL246",5.99829480948668,7.96066922609205,0.760075972626511,-0.00169719580048568,0.105897996518322,"linear","linear"
"179","CD4Tnaive_STAT1_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"180","CD4Tnaive_STAT3_IFNa",11.1962747929368,-9.37434499195742,0.2561124305025,0.00199297336952951,-0.101632751648588,"linear","linear"
"181","CD4Tnaive_STAT3_IL246",32.6113869601944,34.4971742272167,0.554701630655726,0.00763900855928294,-0.48036605936438,"linear","linear"
"182","CD4Tnaive_STAT3_unstim",12.9476679955573,-11.3785870472407,0.492286225486562,-0.00289924493243947,0.17700260826606,"linear","linear"
"183","CD4Tnaive_STAT5_IFNa",12.9011556102393,-11.6653911935538,0.688743659802963,-0.00384463885312683,0.21931207369194,"linear","linear"
"184","CD4Tnaive_STAT5_IL246",0.502331787378782,1.44916530226574,0.654922741830607,0.00152743181607075,-0.0971499381859997,"linear","linear"
"185","CD4Tnaive_STAT5_unstim",16.1451783103438,-14.2151754800299,0.669611131148323,0.00104911466299127,-0.0566732740055453,"linear","linear"
"186","CD4Tnaive_STAT6_IFNa",18.2598381751533,-16.6483123930348,0.842254180440765,-0.00227877380092665,0.130850173039023,"linear","linear"
"187","CD4Tnaive_STAT6_IL246",24.9193129618845,-23.1124029961238,0.299746151346417,-0.00127091983669995,0.0659841591176229,"linear","linear"
"188","CD4Tnaive_STAT6_unstim",26.6284601738679,-25.5641941150238,0.263606633330859,0.00259766991129197,-0.143139583180964,"linear","linear"
"189","CD56hiCD16negNK_CREB_IFNa",37.3461355550806,-36.7069865853531,0.801865028958111,0.00212043296968778,-0.124768935396886,"linear","linear"
"190","CD56hiCD16negNK_CREB_IL246",9.91366076195676,-7.96821466148573,0.646826653549742,-0.00115736236207802,0.0614563575059139,"linear","linear"
"191","CD56hiCD16negNK_CREB_LPS",36.4082193842848,-35.4073570448143,0.929347517884413,0.0018907985653651,-0.109717855810862,"linear","linear"
"192","CD56hiCD16negNK_CREB_unstim",40.0999222925825,-39.3177259060923,0.949344831567041,-0.00182258407769205,0.106471079487395,"linear","linear"
"193","CD56hiCD16negNK_ERK_IL246",41.0626172447923,-43.779108438422,0.0787094777197508,-0.0032628777307343,0.184816478366922,"quadratic","deceleration/increase"
"194","CD56hiCD16negNK_ERK_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"195","CD56hiCD16negNK_IkB_IFNa",34.5194696090153,-32.6521035271097,0.216896467176524,-0.000748393620790888,0.0504872135366307,"linear","linear"
"196","CD56hiCD16negNK_IkB_IL246",29.734450187814,-28.0238835354322,0.523459312962978,0.00130792313628415,-0.0803217837266133,"linear","linear"
"197","CD56hiCD16negNK_IkB_LPS",44.7499413932032,-43.784268515798,0.725217668232151,0.00142727458603003,-0.084476920693951,"linear","linear"
"198","CD56hiCD16negNK_IkB_unstim",29.2520584733811,-27.2558704412893,0.577527858442342,0.000153488521426022,-0.012592135601064,"linear","linear"
"199","CD56hiCD16negNK_MAPKAPK2_IFNa",28.2621946145349,-28.2309017689281,0.389978966200216,-0.00349048487430543,0.209257930244468,"linear","linear"
"200","CD56hiCD16negNK_MAPKAPK2_IL246",20.5136167782982,-19.0072730479958,0.30991200178096,-0.00236572218757236,0.128602469223412,"linear","linear"
"201","CD56hiCD16negNK_MAPKAPK2_LPS",24.2383055354268,-24.6028458245716,0.316788789478601,-0.00438622110126804,0.26089983344833,"quadratic","deceleration/increase"
